1,0.32204233857379
2,0.433597163092825
3,0.818970394802679
4,0.639852427792542
5,0.823140425287333
6,0.625449518187387
7,0.758979893430916
8,0.377240445161117
9,0.349196933695968
10,0.693413193271031
11,0.815856327125801
12,0.832280389151945
13,0.134498988569669
14,0.733130496909701
15,0.168344731521781
16,0.0841322941295509
17,0.455074171273087
18,0.301172572422855
19,0.647364239266441
20,0.257667485698303
21,0.392896000457464
22,0.48232222436835
23,0.126129322589117
24,0.104149474686306
25,0.0209695314278059
26,0.838257566407863
27,0.246849669989702
28,0.370325140275727
29,0.52227720790878
30,0.114670312495601
